Region,SOC,Occupation Title,Typical Entry Level Education,2025 Jobs,2025 - 2030 % Change,Average Annual Job Openings,Median Hourly Earnings,Median Annual Earnings
Bay,47-2073,Operating Engineers and Other Construction Equipment Operators,High school diploma or equivalent,7940,0.02761372,700,56.17648329,116850
SCC,47-2073,Operating Engineers and Other Construction Equipment Operators,High school diploma or equivalent,2380,0.041884996,220,39.0156577,81150
OC,47-2073,Operating Engineers and Other Construction Equipment Operators,High school diploma or equivalent,2910,0.023525668,250,44.84038231,93270
SD/I,47-2073,Operating Engineers and Other Construction Equipment Operators,High school diploma or equivalent,3790,0.025368726,330,39.28301695,81710
LA,47-2073,Operating Engineers and Other Construction Equipment Operators,High school diploma or equivalent,6250,0.024134816,540,42.87183887,89170
CVML,47-2111,Electricians,High school diploma or equivalent,7520,0.107685722,840,34.68289285,72140
GS,47-2111,Electricians,High school diploma or equivalent,7650,0.100433188,840,35.17935459,73170
SCC,47-2111,Electricians,High school diploma or equivalent,3930,0.027489996,370,32.32843054,67240
Bay,47-2111,Electricians,High school diploma or equivalent,19450,0.048817751,1900,41.55570169,86440
OC,47-2111,Electricians,High school diploma or equivalent,8560,0.040892338,810,36.19123079,75280
CA,47-2111,Electricians,High school diploma or equivalent,85240,0.06774787,8670,35.72897627,74320
LA,47-2111,Electricians,High school diploma or equivalent,14320,0.030924854,1320,33.56780348,69820
FN,47-2111,Electricians,High school diploma or equivalent,1450,0.056904959,150,32.6185002,67850
IE/D,47-2111,Electricians,High school diploma or equivalent,9210,0.052009778,900,33.76223771,70230
SD/I,47-2111,Electricians,High school diploma or equivalent,9580,0.093356719,1030,35.99489927,74870
FN,47-2121,Glaziers,High school diploma or equivalent,110,0.034685438,10,22.85536226,47540
Bay,47-2121,Glaziers,High school diploma or equivalent,1780,0.000389281,150,35.65957403,74170
IE/D,47-2121,Glaziers,High school diploma or equivalent,900,-0.008093592,70,28.89581395,60100
OC,47-2121,Glaziers,High school diploma or equivalent,720,-0.017553333,60,31.93288238,66420
LA,47-2121,Glaziers,High school diploma or equivalent,1280,0.016484982,110,30.00576035,62410
SCC,47-2121,Glaziers,High school diploma or equivalent,430,-0.061936944,40,30.22451581,62870
GS,47-2121,Glaziers,High school diploma or equivalent,610,0.011892594,50,30.14896004,62710
CA,47-2121,Glaziers,High school diploma or equivalent,7360,0.003230852,610,30.60681637,63660
SD/I,47-2121,Glaziers,High school diploma or equivalent,870,-0.004513829,70,31.12312816,64740
CVML,47-2121,Glaziers,High school diploma or equivalent,560,0.08132716,60,26.82005741,55790
FN,47-2132,"Insulation Workers, Mechanical",High school diploma or equivalent,20,0.027259721,0,43.72490982,90950
LA,47-2132,"Insulation Workers, Mechanical",High school diploma or equivalent,300,0.021087409,30,56.37062404,117250
Bay,47-2132,"Insulation Workers, Mechanical",High school diploma or equivalent,310,0.001847104,30,47.77188311,99370
IE/D,47-2132,"Insulation Workers, Mechanical",High school diploma or equivalent,230,0.082066805,20,27.06059668,56290
OC,47-2132,"Insulation Workers, Mechanical",High school diploma or equivalent,260,0.065058435,20,61.62867225,128190
CA,47-2132,"Insulation Workers, Mechanical",High school diploma or equivalent,1660,0.056368091,160,54.14069185,112610
SCC,47-2132,"Insulation Workers, Mechanical",High school diploma or equivalent,100,0.046066864,10,38.86282166,80830
GS,47-2132,"Insulation Workers, Mechanical",High school diploma or equivalent,100,0.072453089,10,41.6671431,86670
CVML,47-2132,"Insulation Workers, Mechanical",High school diploma or equivalent,180,0.101241435,20,50.85527118,105780
SD/I,47-2132,"Insulation Workers, Mechanical",High school diploma or equivalent,120,0.087054875,10,52.63248927,109480
CVML,47-2152,"Plumbers, Pipefitters, and Steamfitters",High school diploma or equivalent,4730,0.055173654,450,30.11739893,62640
GS,47-2152,"Plumbers, Pipefitters, and Steamfitters",High school diploma or equivalent,3940,0.044084675,370,30.90581701,64280
SCC,47-2152,"Plumbers, Pipefitters, and Steamfitters",High school diploma or equivalent,3590,0.023215005,320,29.58386778,61530
CA,47-2152,"Plumbers, Pipefitters, and Steamfitters",High school diploma or equivalent,55600,0.030864767,4980,34.04732412,70820
SD/I,47-2152,"Plumbers, Pipefitters, and Steamfitters",High school diploma or equivalent,5990,0.043418809,550,34.1475436,71030
FN,47-2152,"Plumbers, Pipefitters, and Steamfitters",High school diploma or equivalent,960,0.021532329,90,30.25112081,62920
OC,47-2152,"Plumbers, Pipefitters, and Steamfitters",High school diploma or equivalent,6610,0.047090702,610,36.4201871,75750
Bay,47-2152,"Plumbers, Pipefitters, and Steamfitters",High school diploma or equivalent,12740,0.007622883,1100,38.50146799,80080
LA,47-2152,"Plumbers, Pipefitters, and Steamfitters",High school diploma or equivalent,10820,0.019080733,930,31.43782753,65390
IE/D,47-2152,"Plumbers, Pipefitters, and Steamfitters",High school diploma or equivalent,5560,0.051424113,520,29.87963695,62150
CVML,47-2171,Reinforcing Iron and Rebar Workers,High school diploma or equivalent,280,0.032999266,20,29.51667568,61390
GS,47-2171,Reinforcing Iron and Rebar Workers,High school diploma or equivalent,170,0.002531077,10,28.46137928,59200
CA,47-2171,Reinforcing Iron and Rebar Workers,High school diploma or equivalent,2910,-0.016987211,220,28.94809087,60210
SD/I,47-2171,Reinforcing Iron and Rebar Workers,High school diploma or equivalent,240,-0.025178889,20,32.2695308,67120
SCC,47-2171,Reinforcing Iron and Rebar Workers,High school diploma or equivalent,110,-0.048859947,10,21.16380153,44020
FN,47-2171,Reinforcing Iron and Rebar Workers,High school diploma or equivalent,70,0.00621758,10,27.49006517,57180
OC,47-2171,Reinforcing Iron and Rebar Workers,High school diploma or equivalent,290,-0.023784952,20,30.61694181,63680
Bay,47-2171,Reinforcing Iron and Rebar Workers,High school diploma or equivalent,560,-0.02237369,40,29.69263611,61760
LA,47-2171,Reinforcing Iron and Rebar Workers,High school diploma or equivalent,530,-0.015160909,40,28.40429988,59080
IE/D,47-2171,Reinforcing Iron and Rebar Workers,High school diploma or equivalent,610,-0.029840363,40,28.12927247,58510
OC,47-2211,Sheet Metal Workers,High school diploma or equivalent,990,0.028191262,90,36.50179315,75920
GS,47-2211,Sheet Metal Workers,High school diploma or equivalent,710,0.032983368,60,34.89274674,72580
LA,47-2211,Sheet Metal Workers,High school diploma or equivalent,1710,0.019970526,150,32.46688745,67530
SCC,47-2211,Sheet Metal Workers,High school diploma or equivalent,440,0.031930097,40,29.84927654,62090
CVML,47-2211,Sheet Metal Workers,High school diploma or equivalent,830,0.066981739,80,34.5631249,71890
CA,47-2211,Sheet Metal Workers,High school diploma or equivalent,9580,0.024186928,840,35.92589628,74730
SD/I,47-2211,Sheet Metal Workers,High school diploma or equivalent,1600,0.016576548,140,38.00358817,79050
FN,47-2211,Sheet Metal Workers,High school diploma or equivalent,130,0.053593632,10,26.96828883,56090
Bay,47-2211,Sheet Metal Workers,High school diploma or equivalent,2150,-0.004902206,180,44.35720043,92260
IE/D,47-2211,Sheet Metal Workers,High school diploma or equivalent,900,0.052918539,80,31.85484688,66260
GS,47-2221,Structural Iron and Steel Workers,High school diploma or equivalent,550,0.027423249,50,36.11830316,75130
CA,47-2221,Structural Iron and Steel Workers,High school diploma or equivalent,7490,0.015078777,630,36.4112478,75740
FN,47-2221,Structural Iron and Steel Workers,High school diploma or equivalent,140,0.068131979,10,33.14743955,68950
IE/D,47-2221,Structural Iron and Steel Workers,High school diploma or equivalent,1180,-0.003432826,90,34.45343995,71660
LA,47-2221,Structural Iron and Steel Workers,High school diploma or equivalent,1370,0.015190582,110,36.49536111,75910
SCC,47-2221,Structural Iron and Steel Workers,High school diploma or equivalent,250,0.033769132,20,29.77680934,61940
CVML,47-2221,Structural Iron and Steel Workers,High school diploma or equivalent,700,0.070594209,70,35.12830389,73070
OC,47-2221,Structural Iron and Steel Workers,High school diploma or equivalent,830,0.007073871,70,38.3017322,79670
Bay,47-2221,Structural Iron and Steel Workers,High school diploma or equivalent,1520,-0.002873379,130,42.76530836,88950
SD/I,47-2221,Structural Iron and Steel Workers,High school diploma or equivalent,790,0.012784011,60,36.41351268,75740
SD/I,47-2231,Solar Photovoltaic Installers,High school diploma or equivalent,580,0.300115379,90,28.91433958,60140
Bay,47-2231,Solar Photovoltaic Installers,High school diploma or equivalent,1260,0.19507373,160,32.51481964,67630
CVML,47-2231,Solar Photovoltaic Installers,High school diploma or equivalent,810,0.213717391,110,27.45519362,57110
CA,47-2231,Solar Photovoltaic Installers,High school diploma or equivalent,6770,0.19428063,880,29.13730038,60610
SCC,47-2231,Solar Photovoltaic Installers,High school diploma or equivalent,310,0.177064434,40,28.8534071,60020
OC,47-2231,Solar Photovoltaic Installers,High school diploma or equivalent,760,0.168120815,90,30.04185371,62490
LA,47-2231,Solar Photovoltaic Installers,High school diploma or equivalent,1040,0.101644649,110,27.69538539,57610
IE/D,47-2231,Solar Photovoltaic Installers,High school diploma or equivalent,760,0.102320509,80,27.72293061,57660
GS,47-2231,Solar Photovoltaic Installers,High school diploma or equivalent,720,0.267255993,110,28.30592838,58880
FN,47-2231,Solar Photovoltaic Installers,High school diploma or equivalent,90,0.162928563,10,23.97573835,49870
IE/D,47-4011,Construction and Building Inspectors,High school diploma or equivalent,1310,0.069827411,160,42.60233795,88610
SD/I,47-4011,Construction and Building Inspectors,High school diploma or equivalent,1550,0.028972831,170,45.92421027,95520
OC,47-4011,Construction and Building Inspectors,High school diploma or equivalent,1260,0.006859863,130,45.94748145,95570
CA,47-4011,Construction and Building Inspectors,High school diploma or equivalent,15160,0.025273231,1660,47.44852555,98690
FN,47-4011,Construction and Building Inspectors,High school diploma or equivalent,310,0.056309427,40,37.14964701,77270
Bay,47-4011,Construction and Building Inspectors,High school diploma or equivalent,4220,0.003202304,450,56.58020534,117690
CVML,47-4011,Construction and Building Inspectors,High school diploma or equivalent,1170,0.061395654,140,39.32342784,81790
GS,47-4011,Construction and Building Inspectors,High school diploma or equivalent,1240,0.041444196,140,48.81833071,101540
SCC,47-4011,Construction and Building Inspectors,High school diploma or equivalent,870,0.012020673,90,43.15170295,89760
LA,47-4011,Construction and Building Inspectors,High school diploma or equivalent,2950,0.010414338,310,47.04822851,97860
Bay,47-4021,Elevator and Escalator Installers and Repairers,High school diploma or equivalent,430,0.013877922,40,84.85125185,176490
SCC,47-4021,Elevator and Escalator Installers and Repairers,High school diploma or equivalent,40,0.011671491,0,65.23058177,135680
IE/D,47-4021,Elevator and Escalator Installers and Repairers,High school diploma or equivalent,150,0.082383805,10,63.43226372,131940
OC,47-4021,Elevator and Escalator Installers and Repairers,High school diploma or equivalent,370,0.072533176,30,69.50730505,144580
FN,47-4021,Elevator and Escalator Installers and Repairers,High school diploma or equivalent,10,0.111903058,0,61.09680394,127080
CA,47-4021,Elevator and Escalator Installers and Repairers,High school diploma or equivalent,1980,0.048558209,180,67.88,141190
LA,47-4021,Elevator and Escalator Installers and Repairers,High school diploma or equivalent,420,0.012654655,30,65.98143494,137240
CVML,47-4021,Elevator and Escalator Installers and Repairers,High school diploma or equivalent,80,0.131743229,10,67.77944849,140980
SD/I,47-4021,Elevator and Escalator Installers and Repairers,High school diploma or equivalent,150,0.069073063,10,67.34852806,140080
GS,47-4021,Elevator and Escalator Installers and Repairers,High school diploma or equivalent,250,0.026466541,20,61.29271403,127490
CA,47-4041,Hazardous Materials Removal Workers,High school diploma or equivalent,7530,0.043959236,820,26.98,56120
OC,47-4041,Hazardous Materials Removal Workers,High school diploma or equivalent,820,0.001337492,80,25.75708175,53570
SCC,47-4041,Hazardous Materials Removal Workers,High school diploma or equivalent,420,0.070761803,50,28.32089942,58910
LA,47-4041,Hazardous Materials Removal Workers,High school diploma or equivalent,1540,0.052307212,170,23.99596865,49910
FN,47-4041,Hazardous Materials Removal Workers,High school diploma or equivalent,120,0.058231751,10,27.29773045,56780
IE/D,47-4041,Hazardous Materials Removal Workers,High school diploma or equivalent,450,0.054738804,50,23.19076853,48240
GS,47-4041,Hazardous Materials Removal Workers,High school diploma or equivalent,470,0.046336049,50,24.47638321,50910
SD/I,47-4041,Hazardous Materials Removal Workers,High school diploma or equivalent,710,0.042460752,80,24.89957879,51790
Bay,47-4041,Hazardous Materials Removal Workers,High school diploma or equivalent,2240,0.034773328,240,28.64497301,59580
CVML,47-4041,Hazardous Materials Removal Workers,High school diploma or equivalent,580,0.074299164,70,25.48248906,53000
LA,47-4061,Rail-Track Laying and Maintenance Equipment Operators,High school diploma or equivalent,190,0.034011104,10,36.23472293,75370
SD/I,47-4061,Rail-Track Laying and Maintenance Equipment Operators,High school diploma or equivalent,50,0.057547929,0,37.20274927,77380
IE/D,47-4061,Rail-Track Laying and Maintenance Equipment Operators,High school diploma or equivalent,270,0.022475374,20,31.37286804,65260
CVML,47-4061,Rail-Track Laying and Maintenance Equipment Operators,High school diploma or equivalent,150,0.058494686,10,33.38535919,69440
OC,47-4061,Rail-Track Laying and Maintenance Equipment Operators,High school diploma or equivalent,30,0.013787931,0,35.88380424,74640
SCC,47-4061,Rail-Track Laying and Maintenance Equipment Operators,High school diploma or equivalent,40,0.028038741,0,34.03055438,70780
GS,47-4061,Rail-Track Laying and Maintenance Equipment Operators,High school diploma or equivalent,270,0.017809079,20,31.16968594,64830
Bay,47-4061,Rail-Track Laying and Maintenance Equipment Operators,High school diploma or equivalent,130,0.018531622,10,33.35010112,69370
