Region,SOC,Description,Typical Entry Level Education,2024 Jobs,2024 - 2029 % Change,Average Annual Job Openings,Median Hourly Earnings,Median Annual Earnings
CA,19-3034,School Psychologists,Doctoral or professional degree,9130,0.033438792,580,57,118150
CVML,19-3034,School Psychologists,Doctoral or professional degree,1330,0.073713218,100,57,117700
LA,19-3034,School Psychologists,Doctoral or professional degree,2320,0.015283638,140,52,107820
FN,19-3034,School Psychologists,Doctoral or professional degree,220,0.032594463,10,48,100130
SCC,19-3034,School Psychologists,Doctoral or professional degree,260,0.03692549,20,59,123320
OC,19-3034,School Psychologists,Doctoral or professional degree,730,0.010998235,40,53,109350
IE/D,19-3039,"Psychologists, All Other",Master's degree,1040,0.145768344,100,50,103330
SCC,19-3039,"Psychologists, All Other",Master's degree,450,0.096355861,40,48,99320
FN,19-3039,"Psychologists, All Other",Master's degree,290,0.047911877,20,50,104040
LA,19-3039,"Psychologists, All Other",Master's degree,3510,0.094502552,290,50,104590
CVML,19-3039,"Psychologists, All Other",Master's degree,650,0.113784124,60,51,105800
CA,19-3039,"Psychologists, All Other",Master's degree,12720,0.084026207,1010,50,103390
SD/I,19-3039,"Psychologists, All Other",Master's degree,1260,0.087372956,100,53,109510
Bay,19-3039,"Psychologists, All Other",Master's degree,3310,0.037058341,230,46,95650
OC,19-3039,"Psychologists, All Other",Master's degree,1090,0.091050618,90,50,103500
GS,19-3039,"Psychologists, All Other",Master's degree,810,0.091633206,70,56,116830
CA,19-3041,Sociologists,Master's degree,760,0.02051404,70,57,119330
IE/D,19-3041,Sociologists,Master's degree,70,0.046190047,10,61,127480
SD/I,19-3041,Sociologists,Master's degree,110,-0.097176167,10,62,129310
CVML,19-3041,Sociologists,Master's degree,50,0.02879482,0,59,123010
LA,19-3041,Sociologists,Master's degree,70,0.10173,10,51,106830
SCC,19-3041,Sociologists,Master's degree,50,-0.15533658,0,53,110630
FN,19-3041,Sociologists,Master's degree,0,0.150432514,0,38,79350
OC,19-3041,Sociologists,Master's degree,20,-0.002261557,0,44,92180
Bay,19-3041,Sociologists,Master's degree,190,-0.012337534,20,58,120440
GS,19-3041,Sociologists,Master's degree,160,0.074727437,20,54,112260
SD/I,19-3051,Urban and Regional Planners,Master's degree,780,0.049827658,70,50,103150
GS,19-3051,Urban and Regional Planners,Master's degree,1120,0.056110632,100,44,91670
Bay,19-3051,Urban and Regional Planners,Master's degree,2030,0.035667706,170,60,124660
CVML,19-3051,Urban and Regional Planners,Master's degree,580,0.077962593,50,46,96530
FN,19-3051,Urban and Regional Planners,Master's degree,220,0.053638714,20,44,91760
CA,19-3051,Urban and Regional Planners,Master's degree,7720,0.051369124,670,51,105220
LA,19-3051,Urban and Regional Planners,Master's degree,1440,0.04165882,120,52,107770
IE/D,19-3051,Urban and Regional Planners,Master's degree,580,0.106654052,60,49,101540
OC,19-3051,Urban and Regional Planners,Master's degree,410,0.050080718,40,48,99110
SCC,19-3051,Urban and Regional Planners,Master's degree,190,0.040620837,20,50,103060
GS,19-3091,Anthropologists and Archeologists,Master's degree,230,0.042135306,20,39,80680
Bay,19-3091,Anthropologists and Archeologists,Master's degree,220,0.010419623,20,36,74210
CVML,19-3091,Anthropologists and Archeologists,Master's degree,150,0.06534301,20,33,67930
CA,19-3091,Anthropologists and Archeologists,Master's degree,1410,0.053605946,140,35,72370
FN,19-3091,Anthropologists and Archeologists,Master's degree,20,0.013953634,0,34,70100
LA,19-3091,Anthropologists and Archeologists,Master's degree,250,0.072626327,30,32,66980
IE/D,19-3091,Anthropologists and Archeologists,Master's degree,70,0.103688502,10,37,76420
OC,19-3091,Anthropologists and Archeologists,Master's degree,100,0.027679472,10,29,59770
SCC,19-3091,Anthropologists and Archeologists,Master's degree,50,0.049158844,0,31,64200
SD/I,19-3091,Anthropologists and Archeologists,Master's degree,180,-0.003462059,20,30,61600
GS,19-3092,Geographers,Bachelor's degree,0,0.008398721,0,45,92570
OC,19-3092,Geographers,Bachelor's degree,70,-0.001836771,10,43,90400
SCC,19-3092,Geographers,Bachelor's degree,-20,0.01509883,0,46,95650
IE/D,19-3092,Geographers,Bachelor's degree,10,0.055599355,0,43,90070
LA,19-3092,Geographers,Bachelor's degree,290,0.031290322,30,47,97120
FN,19-3092,Geographers,Bachelor's degree,0,0.064438423,0,39,80960
Bay,19-3092,Geographers,Bachelor's degree,230,-0.00344072,20,53,109430
CA,19-3092,Geographers,Bachelor's degree,680,0.021235364,60,47,97730
CVML,19-3092,Geographers,Bachelor's degree,0,0.104243362,0,44,92140
SD/I,19-3092,Geographers,Bachelor's degree,10,0.044629498,0,50,103060
SCC,19-3093,Historians,Master's degree,10,0.077109575,0,34,70160
LA,19-3093,Historians,Master's degree,90,0.159385773,10,28,59130
IE/D,19-3093,Historians,Master's degree,50,0.149635172,10,33,67640
FN,19-3093,Historians,Master's degree,0,0.111722496,0,28,58080
CVML,19-3093,Historians,Master's degree,30,0.120840833,0,33,68940
Bay,19-3093,Historians,Master's degree,170,0.055908201,20,55,114620
CA,19-3093,Historians,Master's degree,500,0.110731981,50,36,75300
SD/I,19-3093,Historians,Master's degree,60,0.079051984,10,36,75620
GS,19-3093,Historians,Master's degree,40,0.107643924,0,40,83660
OC,19-3093,Historians,Master's degree,30,0.158129074,0,28,58480
SD/I,19-3094,Political Scientists,Master's degree,120,0.011562791,10,62,129260
FN,19-3094,Political Scientists,Master's degree,10,-0.059697717,0,56,116360
IE/D,19-3094,Political Scientists,Master's degree,40,0.019982687,0,57,119020
SCC,19-3094,Political Scientists,Master's degree,20,-0.064719895,0,60,124110
LA,19-3094,Political Scientists,Master's degree,60,0.045108771,10,78,161920
GS,19-3094,Political Scientists,Master's degree,40,0.011216814,0,63,131070
CVML,19-3094,Political Scientists,Master's degree,50,-0.023971006,0,58,120720
CA,19-3094,Political Scientists,Master's degree,470,0.018903396,40,62,128500
Bay,19-3094,Political Scientists,Master's degree,110,0.001278469,10,63,131860
OC,19-3094,Political Scientists,Master's degree,20,0.012302038,0,70,145970
OC,19-3099,"Social Scientists and Related Workers, All Other",Bachelor's degree,150,0.032463444,10,45,93320
IE/D,19-3099,"Social Scientists and Related Workers, All Other",Bachelor's degree,300,0.048998564,30,48,99410
SCC,19-3099,"Social Scientists and Related Workers, All Other",Bachelor's degree,230,0.002502326,20,46,95910
LA,19-3099,"Social Scientists and Related Workers, All Other",Bachelor's degree,500,0.049128987,50,49,102430
CVML,19-3099,"Social Scientists and Related Workers, All Other",Bachelor's degree,280,0.011723362,20,47,97000
CA,19-3099,"Social Scientists and Related Workers, All Other",Bachelor's degree,3310,0.044340634,310,48,100340
SD/I,19-3099,"Social Scientists and Related Workers, All Other",Bachelor's degree,530,0.03026159,50,49,102130
FN,19-3099,"Social Scientists and Related Workers, All Other",Bachelor's degree,70,-0.003855836,10,44,91550
Bay,19-3099,"Social Scientists and Related Workers, All Other",Bachelor's degree,660,0.026849332,60,50,104860
GS,19-3099,"Social Scientists and Related Workers, All Other",Bachelor's degree,410,0.040107096,40,47,98420
Bay,19-4012,Agricultural Technicians,Associate's degree,980,0.032597536,150,28,59140
IE/D,19-4012,Agricultural Technicians,Associate's degree,120,0.020244916,20,25,50980
OC,19-4012,Agricultural Technicians,Associate's degree,240,-0.001246907,30,23,47940
SD/I,19-4012,Agricultural Technicians,Associate's degree,220,0.03893981,30,23,47290
LA,19-4012,Agricultural Technicians,Associate's degree,600,0.006414609,90,24,50710
SCC,19-4012,Agricultural Technicians,Associate's degree,170,0.122994201,30,25,51150
CA,19-4012,Agricultural Technicians,Associate's degree,3760,0.024732809,570,27,57190
CVML,19-4012,Agricultural Technicians,Associate's degree,660,-0.000372142,100,23,48460
GS,19-4012,Agricultural Technicians,Associate's degree,490,0.016157239,70,28,59070
FN,19-4012,Agricultural Technicians,Associate's degree,120,0.016352908,20,26,53050
FN,19-4013,Food Science Technicians,Associate's degree,120,-0.00117462,20,27,56240
IE/D,19-4013,Food Science Technicians,Associate's degree,270,0.073942286,40,23,48260
Bay,19-4013,Food Science Technicians,Associate's degree,950,0.044883909,150,26,54610
LA,19-4013,Food Science Technicians,Associate's degree,560,-0.006859657,80,25,51460
OC,19-4013,Food Science Technicians,Associate's degree,190,0.04200048,30,24,50120
SCC,19-4013,Food Science Technicians,Associate's degree,200,0.143459175,40,26,54440
CVML,19-4013,Food Science Technicians,Associate's degree,1260,0.024915091,190,23,47950
CA,19-4013,Food Science Technicians,Associate's degree,4130,0.037005595,640,24,50810
SD/I,19-4013,Food Science Technicians,Associate's degree,180,0.041134191,30,24,49440
GS,19-4013,Food Science Technicians,Associate's degree,210,0.059295357,30,29,60050
FN,19-4021,Biological Technicians,Bachelor's degree,180,0.02019054,20,21,44180
GS,19-4021,Biological Technicians,Bachelor's degree,770,0.040610106,100,30,61820
SD/I,19-4021,Biological Technicians,Bachelor's degree,2180,0.03357781,270,29,61080
Bay,19-4021,Biological Technicians,Bachelor's degree,4590,0.070100071,610,37,77450
CVML,19-4021,Biological Technicians,Bachelor's degree,510,0.029882108,60,23,46920
LA,19-4021,Biological Technicians,Bachelor's degree,1350,0.048671372,170,31,64010
SCC,19-4021,Biological Technicians,Bachelor's degree,210,0.061809759,30,27,55680
OC,19-4021,Biological Technicians,Bachelor's degree,460,0.019419968,50,29,61010
CA,19-4021,Biological Technicians,Bachelor's degree,10950,0.060721336,1420,31,64020
IE/D,19-4021,Biological Technicians,Bachelor's degree,180,0.07713957,20,27,55960
FN,19-4031,Chemical Technicians,Associate's degree,40,0.071265876,10,25,51400
IE/D,19-4031,Chemical Technicians,Associate's degree,360,0.029090639,50,24,49260
GS,19-4031,Chemical Technicians,Associate's degree,240,0.075557718,30,28,58430
LA,19-4031,Chemical Technicians,Associate's degree,1290,-0.043262201,150,24,50600
OC,19-4031,Chemical Technicians,Associate's degree,640,-0.010807073,70,25,52310
Bay,19-4031,Chemical Technicians,Associate's degree,1930,0.019812217,240,31,63690
CA,19-4031,Chemical Technicians,Associate's degree,6380,0.012121879,790,27,56610
SCC,19-4031,Chemical Technicians,Associate's degree,170,0.07220808,20,24,49690
CVML,19-4031,Chemical Technicians,Associate's degree,500,0.061250623,70,24,49780
SD/I,19-4031,Chemical Technicians,Associate's degree,810,0.002366889,100,26,53070
IE/D,19-4042,"Environmental Science and Protection Technicians, Including Health",Associate's degree,670,0.041907101,80,23,47490
OC,19-4042,"Environmental Science and Protection Technicians, Including Health",Associate's degree,580,0.00006085425182,60,28,58280
Bay,19-4042,"Environmental Science and Protection Technicians, Including Health",Associate's degree,1870,0.012021293,210,30,62250
CA,19-4042,"Environmental Science and Protection Technicians, Including Health",Associate's degree,9230,0.028218209,1080,18,38270
SCC,19-4042,"Environmental Science and Protection Technicians, Including Health",Associate's degree,240,0.022930482,30,28,58130
CVML,19-4042,"Environmental Science and Protection Technicians, Including Health",Associate's degree,1350,0.03286244,160,24,49010
LA,19-4042,"Environmental Science and Protection Technicians, Including Health",Associate's degree,1230,0.005296924,140,29,60600
SD/I,19-4042,"Environmental Science and Protection Technicians, Including Health",Associate's degree,980,0.008891032,110,23,47790
FN,19-4042,"Environmental Science and Protection Technicians, Including Health",Associate's degree,410,0.024123708,50,22,44830
GS,19-4042,"Environmental Science and Protection Technicians, Including Health",Associate's degree,820,0.050096181,100,24,50490
LA,19-4043,"Geological Technicians, Except Hydrologic Technicians",Associate's degree,50,0.040020618,10,29,60560
CA,19-4043,"Geological Technicians, Except Hydrologic Technicians",Associate's degree,1070,0.00151324,120,30,63170
CVML,19-4043,"Geological Technicians, Except Hydrologic Technicians",Associate's degree,60,-0.039243054,10,27,56920
OC,19-4043,"Geological Technicians, Except Hydrologic Technicians",Associate's degree,20,0.035030895,0,27,56850
SCC,19-4043,"Geological Technicians, Except Hydrologic Technicians",Associate's degree,30,-0.035283633,0,27,56960
GS,19-4043,"Geological Technicians, Except Hydrologic Technicians",Associate's degree,40,0.029482742,0,28,57430
SD/I,19-4043,"Geological Technicians, Except Hydrologic Technicians",Associate's degree,90,0.002467837,10,31,64560
FN,19-4043,"Geological Technicians, Except Hydrologic Technicians",Associate's degree,0,0.02179375,0,27,56850
IE/D,19-4043,"Geological Technicians, Except Hydrologic Technicians",Associate's degree,40,0.090891409,0,27,56900
Bay,19-4043,"Geological Technicians, Except Hydrologic Technicians",Associate's degree,700,-0.006200193,80,29,59570
Bay,19-4044,Hydrologic Technicians,Associate's degree,310,-0.019138531,30,26,53170
FN,19-4044,Hydrologic Technicians,Associate's degree,0,0.462360348,0,28,57560
CA,19-4044,Hydrologic Technicians,Associate's degree,560,0.003034537,60,31,63900
LA,19-4044,Hydrologic Technicians,Associate's degree,20,0.072369408,0,31,63960
OC,19-4044,Hydrologic Technicians,Associate's degree,10,0.082159356,0,28,58170
SCC,19-4044,Hydrologic Technicians,Associate's degree,10,0.027349899,0,29,61100
GS,19-4044,Hydrologic Technicians,Associate's degree,60,-0.022021829,10,33,68490
SD/I,19-4044,Hydrologic Technicians,Associate's degree,70,0.016507213,10,31,63800
IE/D,19-4044,Hydrologic Technicians,Associate's degree,30,0.026577214,0,38,79830
CVML,19-4044,Hydrologic Technicians,Associate's degree,20,-0.052528151,0,29,60400
SD/I,19-4051,Nuclear Technicians,Associate's degree,50,0.12323896,10,42,86910
CVML,19-4051,Nuclear Technicians,Associate's degree,0,0.044553529,0,41,85630
CA,19-4051,Nuclear Technicians,Associate's degree,880,0.066418127,110,42,86840
FN,19-4051,Nuclear Technicians,Associate's degree,0,-0.035613785,0,38,78160
OC,19-4051,Nuclear Technicians,Associate's degree,220,-0.045074914,20,49,102510
IE/D,19-4051,Nuclear Technicians,Associate's degree,10,-0.110284449,0,38,79010
LA,19-4051,Nuclear Technicians,Associate's degree,50,0.072956969,10,50,103420
GS,19-4051,Nuclear Technicians,Associate's degree,10,0.123341571,0,42,87120
SCC,19-4051,Nuclear Technicians,Associate's degree,40,0.288899159,10,44,90500
Bay,19-4051,Nuclear Technicians,Associate's degree,480,0.080631998,60,42,87390
SD/I,19-4061,Social Science Research Assistants,Bachelor's degree,740,0.026867013,100,22,45270
CA,19-4061,Social Science Research Assistants,Bachelor's degree,6240,0.047767067,860,23,48790
CVML,19-4061,Social Science Research Assistants,Bachelor's degree,370,0.055288937,50,23,48300
FN,19-4061,Social Science Research Assistants,Bachelor's degree,60,0.03508081,10,32,66000
IE/D,19-4061,Social Science Research Assistants,Bachelor's degree,310,0.0550575,40,31,63720
LA,19-4061,Social Science Research Assistants,Bachelor's degree,1840,0.047545418,250,24,50470
GS,19-4061,Social Science Research Assistants,Bachelor's degree,300,0.036227432,40,22,45180
SCC,19-4061,Social Science Research Assistants,Bachelor's degree,160,0.02417028,20,29,60880
OC,19-4061,Social Science Research Assistants,Bachelor's degree,510,-0.002264395,60,21,44390
Bay,19-4061,Social Science Research Assistants,Bachelor's degree,1570,0.043859203,210,26,54010
Bay,19-4071,Forest and Conservation Technicians,Associate's degree,760,-0.005185776,100,32,66870
SCC,19-4071,Forest and Conservation Technicians,Associate's degree,290,0.023528948,40,31,63800
SD/I,19-4071,Forest and Conservation Technicians,Associate's degree,440,0.022269491,60,31,64890
OC,19-4071,Forest and Conservation Technicians,Associate's degree,130,0.023163445,20,30,62120
GS,19-4071,Forest and Conservation Technicians,Associate's degree,870,0.040088507,120,29,61150
CA,19-4071,Forest and Conservation Technicians,Associate's degree,6790,0.002528386,880,29,60860
CVML,19-4071,Forest and Conservation Technicians,Associate's degree,1090,-0.016723162,140,29,60590
FN,19-4071,Forest and Conservation Technicians,Associate's degree,1780,-0.055285057,220,28,58600
