soc_code	category	rank	element
11-9081	skills	8	Social Perceptiveness
11-9081	abilities	1	Mathematical Reasoning
11-9081	abilities	2	Fluency of Ideas
11-9081	abilities	3	Written Expression
11-9081	abilities	4	Speech Recognition
11-9081	abilities	5	Originality
11-9081	abilities	6	Speech Clarity
11-9081	abilities	7	Written Comprehension
11-9081	abilities	8	Oral Expression
11-9081	technology	1	Web page creation and editing software
11-9081	technology	2	Point of sale POS software
11-9081	technology	3	Facilities management software
11-9081	technology	4	Time accounting software
11-9081	technology	5	Financial analysis software
11-9081	technology	6	Customer relationship management CRM software
11-9081	technology	7	Accounting software
11-9111	knowledge	1	Personnel and Human Resources
11-9111	knowledge	2	Administration and Management
11-9111	knowledge	3	Medicine and Dentistry
11-9111	knowledge	4	Economics and Accounting
11-9111	knowledge	5	Administrative
11-9111	knowledge	6	Education and Training
11-9111	knowledge	7	Law and Government
11-9111	knowledge	8	Psychology
11-9111	skills	1	Operations Analysis
11-9111	skills	2	Management of Personnel Resources
11-9111	skills	3	Management of Financial Resources
11-9111	skills	4	Management of Material Resources
11-9111	skills	5	Negotiation
11-9111	skills	6	Persuasion
11-9111	skills	7	Systems Evaluation
11-9111	skills	8	Instructing
11-9111	abilities	1	Written Expression
11-9111	abilities	2	Written Comprehension
11-9111	abilities	3	Inductive Reasoning
11-9111	abilities	4	Speech Clarity
11-9111	abilities	5	Oral Comprehension
11-9111	abilities	6	Deductive Reasoning
11-9111	abilities	7	Speech Recognition
11-9111	abilities	8	Problem Sensitivity
11-9111	technology	1	Sales and marketing software
11-9111	technology	2	Data base reporting software
11-9111	technology	3	Video conferencing software
11-9111	technology	4	Data base management system software
11-9111	technology	5	Business intelligence and data analysis software
11-9111	technology	6	Enterprise application integration software
11-9111	technology	7	Customer relationship management CRM software
11-9111	technology	8	Process mapping and design software
11-9121	knowledge	1	Biology
11-9121	knowledge	2	Chemistry
11-9121	knowledge	3	Personnel and Human Resources
11-9121	knowledge	4	Administrative
11-9121	knowledge	5	Administration and Management
11-9121	knowledge	6	Computers and Electronics
11-9121	knowledge	7	Production and Processing
11-9121	knowledge	8	Mathematics
11-9121	skills	1	Science
11-9121	skills	2	Operations Analysis
11-9121	skills	3	Management of Personnel Resources
11-9121	skills	4	Technology Design
11-9121	skills	5	Management of Material Resources
11-9121	skills	6	Management of Financial Resources
11-9121	skills	7	Learning Strategies
11-9121	skills	8	Writing
11-9121	abilities	1	Category Flexibility
11-9121	abilities	2	Written Expression
11-9121	abilities	3	Mathematical Reasoning
11-9121	abilities	4	Information Ordering
11-9121	abilities	5	Written Comprehension
11-9121	abilities	6	Originality
11-9121	abilities	7	Inductive Reasoning
11-9121	abilities	8	Number Facility
11-9121	technology	1	Data base management system software
11-9121	technology	2	Geographic information system
11-9121	technology	3	Process mapping and design software
11-9121	technology	4	Cloud-based data access and sharing software
11-9121	technology	5	Document management software
11-9121	technology	6	Data base reporting software
11-9121	technology	7	Development environment software
11-9131	knowledge	1	Production and Processing
11-9131	knowledge	2	Public Safety and Security
11-9131	knowledge	3	Transportation
11-9131	knowledge	4	Administration and Management
11-9131	knowledge	5	Personnel and Human Resources
11-9131	knowledge	6	Administrative
11-9131	knowledge	7	Economics and Accounting
11-9131	knowledge	8	Law and Government
11-9131	skills	1	Management of Personnel Resources
11-9131	skills	2	Negotiation
11-9131	skills	3	Time Management
11-9131	skills	4	Coordination
11-9131	skills	5	Management of Financial Resources
11-9131	skills	6	Social Perceptiveness
11-9131	skills	7	Management of Material Resources
11-9131	skills	8	Learning Strategies
11-9131	abilities	1	Speech Recognition
11-9131	abilities	2	Written Comprehension
11-9131	abilities	3	Speech Clarity
11-9131	abilities	4	Deductive Reasoning
11-9131	abilities	5	Auditory Attention
11-9131	abilities	6	Category Flexibility
11-9131	abilities	7	Inductive Reasoning
11-9131	abilities	8	Oral Expression
11-9131	technology	1	Procurement software
11-9131	technology	2	Point of sale POS software
11-9131	technology	3	Facilities management software
11-9131	technology	4	Time accounting software
11-9131	technology	5	Map creation software
11-9131	technology	6	Human resources software
11-9141	knowledge	1	Economics and Accounting
11-9141	knowledge	2	Law and Government
11-9141	knowledge	3	Administration and Management
11-9141	knowledge	4	Customer and Personal Service
11-9141	knowledge	5	Building and Construction
11-9141	knowledge	6	Personnel and Human Resources
11-9141	knowledge	7	Sales and Marketing
11-9141	knowledge	8	Public Safety and Security
11-9141	skills	1	Management of Financial Resources
11-9141	skills	2	Management of Material Resources
11-9141	skills	3	Negotiation
11-9141	skills	4	Management of Personnel Resources
11-9141	skills	5	Persuasion
11-9141	skills	6	Coordination
11-9141	skills	7	Speaking
11-9141	skills	8	Writing
11-9141	abilities	1	Written Comprehension
11-9141	abilities	2	Number Facility
11-9141	abilities	3	Written Expression
11-9141	abilities	4	Mathematical Reasoning
11-9141	abilities	5	Oral Expression
11-9141	abilities	6	Oral Comprehension
11-9141	abilities	7	Speech Recognition
11-9141	abilities	8	Inductive Reasoning
11-9141	technology	1	Data mining software
11-9141	technology	2	Web platform development software
11-9141	technology	3	Accounting software
11-9141	technology	4	Web page creation and editing software
11-9141	technology	5	Access software
11-9141	technology	6	Video creation and editing software
11-9141	technology	7	Desktop publishing software
11-9141	technology	8	Cloud-based data access and sharing software
11-9151	knowledge	1	Therapy and Counseling
11-9151	knowledge	2	Psychology
11-9151	knowledge	3	Sociology and Anthropology
11-9151	knowledge	4	Administration and Management
11-9151	knowledge	5	Personnel and Human Resources
11-9151	knowledge	6	Customer and Personal Service
11-9151	knowledge	7	Education and Training
11-9151	knowledge	8	Administrative
11-9151	skills	1	Management of Personnel Resources
11-9151	skills	2	Systems Evaluation
11-9151	skills	3	Service Orientation
11-9151	skills	4	Systems Analysis
11-9151	skills	5	Learning Strategies
11-9151	skills	6	Social Perceptiveness
11-9151	skills	7	Time Management
11-9151	skills	8	Active Learning
11-9151	abilities	1	Originality
11-9151	abilities	2	Fluency of Ideas
11-9151	abilities	3	Oral Expression
11-9151	abilities	4	Written Expression
11-9151	abilities	5	Speech Recognition
11-9151	abilities	6	Written Comprehension
11-9151	abilities	7	Speech Clarity
11-9151	abilities	8	Problem Sensitivity
11-9151	technology	1	Object oriented data base management software
11-9151	technology	2	Data base reporting software
11-9151	technology	3	Customer relationship management CRM software
11-9151	technology	4	Desktop publishing software
11-9151	technology	5	Medical software
11-9151	technology	6	Accounting software
11-9161	knowledge	1	Public Safety and Security
11-9161	knowledge	2	Telecommunications
11-9161	knowledge	3	Law and Government
11-9161	knowledge	4	Communications and Media
11-9161	knowledge	5	Geography
11-9161	knowledge	6	Administration and Management
11-9161	knowledge	7	Transportation
11-9161	knowledge	8	Personnel and Human Resources
11-9161	skills	1	Service Orientation
11-9161	skills	2	Learning Strategies
11-9161	skills	3	Operations Analysis
11-9161	skills	4	Systems Analysis
11-9161	skills	5	Instructing
11-9161	skills	6	Complex Problem Solving
11-9161	skills	7	Management of Personnel Resources
11-9161	skills	8	Coordination
11-9161	abilities	1	Fluency of Ideas
11-9161	abilities	2	Originality
11-9161	abilities	3	Speech Clarity
11-9161	abilities	4	Written Expression
11-9161	abilities	5	Deductive Reasoning
11-9161	abilities	6	Inductive Reasoning
11-9161	abilities	7	Speed of Closure
11-9161	abilities	8	Information Ordering
11-9161	technology	1	Geographic information system
11-9161	technology	2	Cloud-based data access and sharing software
11-9161	technology	3	Transaction security and virus protection software
11-9161	technology	4	Map creation software
11-9161	technology	5	Desktop publishing software
11-9171	knowledge	1	Philosophy and Theology
11-9171	knowledge	2	Customer and Personal Service
11-9171	knowledge	3	Administration and Management
11-9171	knowledge	4	Psychology
11-9171	knowledge	5	Therapy and Counseling
11-9171	knowledge	6	Sociology and Anthropology
11-9171	knowledge	7	Economics and Accounting
11-9171	knowledge	8	Administrative
11-9171	skills	1	Service Orientation
11-9171	skills	2	Management of Personnel Resources
11-9171	skills	3	Negotiation
11-9171	skills	4	Persuasion
11-9171	skills	5	Management of Financial Resources
11-9171	skills	6	Social Perceptiveness
11-9171	skills	7	Time Management
11-9171	skills	8	Coordination
11-9171	abilities	1	Oral Comprehension
11-9171	abilities	2	Time Sharing
11-9171	abilities	3	Written Expression
11-9171	abilities	4	Oral Expression
11-9171	abilities	5	Mathematical Reasoning
11-9171	abilities	6	Multilimb Coordination
11-9171	abilities	7	Written Comprehension
11-9171	abilities	8	Memorization
11-9171	technology	1	Human resources software
11-9171	technology	2	Video creation and editing software
11-9171	technology	3	Accounting software
11-9179	knowledge	1	Sales and Marketing
11-9179	knowledge	2	Education and Training
11-9179	knowledge	3	Administration and Management
11-9179	knowledge	4	Therapy and Counseling
11-9179	knowledge	5	Personnel and Human Resources
11-9179	knowledge	6	Customer and Personal Service
11-9179	knowledge	7	Psychology
11-9179	knowledge	8	Sociology and Anthropology
11-9179	skills	1	Management of Material Resources
11-9179	skills	2	Management of Personnel Resources
11-9179	skills	3	Management of Financial Resources
11-9179	skills	4	Service Orientation
11-9179	skills	5	Coordination
11-9179	skills	6	Learning Strategies
11-9179	skills	7	Social Perceptiveness
11-9179	skills	8	Instructing
11-9179	abilities	1	Static Strength
11-9179	abilities	2	Trunk Strength
11-9179	abilities	3	Fluency of Ideas
11-9179	abilities	4	Memorization
11-9179	abilities	5	Deductive Reasoning
11-9179	abilities	6	Extent Flexibility
11-9179	abilities	7	Written Expression
11-9179	abilities	8	Speech Recognition
11-9179	technology	1	Document management software
11-9179	technology	2	Time accounting software
11-9179	technology	3	Human resources software
11-9179	technology	4	Desktop publishing software
11-9179	technology	5	Calendar and scheduling software
11-9199	knowledge	1	Law and Government
11-9199	knowledge	2	Biology
11-9199	knowledge	3	Medicine and Dentistry
11-9199	knowledge	4	Chemistry
11-9199	knowledge	5	Administration and Management
11-9199	knowledge	6	English Language
11-9199	knowledge	7	Production and Processing
11-9199	knowledge	8	Design
11-9199	skills	1	Operations Analysis
11-9199	skills	2	Systems Analysis
11-9199	skills	3	Systems Evaluation
11-9199	skills	4	Writing
11-9199	skills	5	Coordination
11-9199	skills	6	Management of Personnel Resources
11-9199	skills	7	Monitoring
11-9199	skills	8	Science
11-9199	abilities	1	Written Expression
11-9199	abilities	2	Written Comprehension
11-9199	abilities	3	Speech Clarity
11-9199	abilities	4	Deductive Reasoning
11-9199	abilities	5	Fluency of Ideas
11-9199	abilities	6	Inductive Reasoning
11-9199	abilities	7	Oral Expression
11-9199	abilities	8	Problem Sensitivity
11-9199	technology	1	Business intelligence and data analysis software
11-9199	technology	2	Process mapping and design software
11-9199	technology	3	Cloud-based data access and sharing software
11-9199	technology	4	Document management software
11-9199	technology	5	Risk management data and analysis software
11-9199	technology	6	Compliance software
11-9199	technology	7	Enterprise application integration software
11-9199	technology	8	Information retrieval or search software
